fecha,bar,cierre,dentro_banda_95,sigma_emitida,error_vol_%,cobertura_rodante_90d,error_vol_medio_90d,error_vol_abs_90d,regimen_actual,regimen_cambio,ks_drift_pvalue,banda_lo_95,banda_hi_95,sigma_hoy,banda_lo_95_hoy,banda_hi_95_hoy,mz_b,train_window,sigma_har_crudo,piso_activo,b_d,riesgo_nivel,riesgo_capas,riesgo_shock,model_version,fuente
2026-09-01 16:00:00,4h,77268.3,1.0,0.006579,83.1,100.0,-11.0,32.3,estable(184d),False,0.1615,76537.11,79093.7,0.008567,75480.54,78624.83,1.0,612,0.008567,False,0.2951,ninguno,0,1.83,HAR-RV-4.1-4h,Kraken (4h)
2026-09-02 00:00:00,4h,77525.7,,,,100.0,-11.0,32.3,estable(181d),False,0.0815,75480.54,78624.83,0.007683,76024.91,78923.55,1.0,614,0.007683,False,0.2939,ninguno,0,1.06,HAR-RV-4.1-4h,Kraken (4h)
2026-09-02 08:00:00,4h,76790.6,,,,100.0,-11.0,32.3,estable(183d),False,0.0815,76024.91,78923.55,0.008191,75199.59,78211.5,1.0,616,0.008191,False,0.2927,ninguno,0,1.21,HAR-RV-4.1-4h,Kraken (4h)
2026-09-02 12:00:00,4h,77248.4,1.0,0.008191,-15.9,100.0,-11.4,31.0,estable(184d),False,0.0842,75199.59,78211.5,0.00689,75846.23,78297.96,1.0,617,0.00689,False,0.2925,ninguno,0,0.84,HAR-RV-4.1-4h,Kraken (4h)
2026-09-02 16:00:00,4h,77305.9,1.0,0.00689,-30.7,100.0,-12.9,30.9,estable(180d),False,0.0872,75846.23,78297.96,0.006871,75965.57,78422.32,1.0,618,0.006217,True,0.2924,ninguno,0,0.69,HAR-RV-4.1-4h,Kraken (4h)
2026-09-03 00:00:00,4h,77670.6,,,,100.0,-12.9,30.9,estable(182d),False,0.1577,75965.57,78422.32,0.006843,76343.02,78917.43,1.0,620,0.006843,False,0.2924,ninguno,0,1.04,HAR-RV-4.1-4h,Kraken (4h)
2026-09-03 08:00:00,4h,77917.5,,,,100.0,-12.9,30.9,estable(184d),False,0.1657,76343.02,78917.43,0.006578,76563.77,79119.76,1.0,622,0.005668,True,0.2922,ninguno,0,0.67,HAR-RV-4.1-4h,Kraken (4h)
2026-09-03 12:00:00,4h,81361.7,0.0,0.006578,304.7,92.9,9.8,50.5,estable(180d),False,0.2852,76563.77,79119.76,0.013951,78266.84,83921.34,1.0,623,0.013951,False,0.2894,alto,1,4.05,HAR-RV-4.1-4h,Kraken (4h)
2026-09-03 16:00:00,4h,81746.9,1.0,0.013951,-36.1,93.3,6.7,49.5,estable(181d),False,0.2937,78266.84,83921.34,0.009247,79705.36,83439.21,1.0,624,0.009247,False,0.2843,ninguno,0,0.64,HAR-RV-4.1-4h,Kraken (4h)
2026-09-04 00:00:00,4h,80853.5,,,,93.3,6.7,49.5,estable(183d),False,0.1752,79705.36,83439.21,0.008694,79015.37,82576.81,1.0,626,0.008383,True,0.2841,ninguno,0,0.65,HAR-RV-4.1-4h,Kraken (4h)
2026-09-04 08:00:00,4h,81220.0,,,,93.3,6.7,49.5,estable(180d),False,0.3072,79015.37,82576.81,0.008046,79553.82,82629.91,1.0,628,0.007172,True,0.2843,ninguno,0,0.85,HAR-RV-4.1-4h,Kraken (4h)
2026-09-04 12:00:00,4h,79421.1,0.0,0.008046,153.6,87.5,15.9,56.0,volatil(181d),False,0.3142,79553.82,82629.91,0.012032,77020.26,81563.67,1.0,629,0.012032,False,0.2836,medio,1,2.54,HAR-RV-4.1-4h,Kraken (4h)
2026-09-04 16:00:00,4h,79798.9,1.0,0.012032,-69.0,88.2,10.9,56.8,volatil(182d),False,0.3257,77020.26,81563.67,0.009231,77877.35,81343.76,1.0,630,0.006788,True,0.2771,ninguno,0,0.31,HAR-RV-4.1-4h,Kraken (4h)
2026-09-05 00:00:00,4h,79602.0,,,,88.2,10.9,56.8,estable(184d),False,0.7193,77877.35,81343.76,0.007998,77981.48,81076.98,1.0,632,0.00563,True,0.2798,ninguno,0,0.22,HAR-RV-4.1-4h,Kraken (4h)
2026-09-05 04:00:00,4h,79720.9,1.0,0.007998,-70.8,88.9,6.4,57.6,volatil(180d),False,0.7589,77981.48,81076.98,0.00734,78235.36,81149.66,1.0,633,0.005402,True,0.2811,ninguno,0,0.29,HAR-RV-4.1-4h,Kraken (4h)
2026-09-05 08:00:00,4h,79618.5,1.0,0.00734,-83.4,89.5,1.7,58.9,volatil(181d),False,0.7647,78235.36,81149.66,0.006814,78240.02,80937.66,1.0,634,0.003475,True,0.2827,ninguno,0,0.17,HAR-RV-4.1-4h,Kraken (4h)
2026-09-05 12:00:00,4h,79814.3,1.0,0.006814,-69.4,90.0,-1.9,59.5,volatil(182d),False,0.7709,78240.02,80937.66,0.006225,78576.7,81027.69,1.0,635,0.00357,True,0.284,ninguno,0,0.31,HAR-RV-4.1-4h,Kraken (4h)
2026-09-05 16:00:00,4h,79752.7,1.0,0.006225,-40.3,90.5,-3.7,58.5,estable(183d),False,0.7656,78576.7,81027.69,0.005789,78686.89,80877.15,1.0,636,0.004122,True,0.2847,ninguno,0,0.6,HAR-RV-4.1-4h,Kraken (4h)
2026-09-06 00:00:00,4h,80039.9,,,,90.5,-3.7,58.5,volatil(180d),False,0.6298,78686.89,80877.15,0.005182,78996.87,81013.22,1.0,638,0.003673,True,0.2866,ninguno,0,0.44,HAR-RV-4.1-4h,Kraken (4h)
2026-09-06 08:00:00,4h,79919.4,,,,90.5,-3.7,58.5,volatil(182d),False,0.5773,78996.87,81013.22,0.004719,78969.27,80805.27,1.0,640,0.003724,True,0.2881,ninguno,0,0.42,HAR-RV-4.1-4h,Kraken (4h)
2026-09-06 12:00:00,4h,79709.2,1.0,0.004719,23.7,90.9,-2.5,57.0,volatil(183d),False,0.3836,78969.27,80805.27,0.005016,78653.85,80648.64,1.0,641,0.005016,False,0.288,ninguno,0,1.24,HAR-RV-4.1-4h,Kraken (4h)
2026-09-06 16:00:00,4h,79825.1,1.0,0.005016,-45.4,91.3,-4.3,56.5,volatil(184d),False,0.2681,78653.85,80648.64,0.004578,78809.64,80684.62,1.0,642,0.004178,True,0.2881,ninguno,0,0.55,HAR-RV-4.1-4h,Kraken (4h)
2026-09-07 00:00:00,4h,79581.9,,,,91.3,-4.3,56.5,volatil(181d),False,0.1562,78809.64,80684.62,0.005927,78290.88,80692.55,1.0,644,0.005927,False,0.2878,ninguno,0,1.11,HAR-RV-4.1-4h,Kraken (4h)
2026-09-07 08:00:00,4h,79410.5,,,,91.3,-4.3,56.5,volatil(183d),False,0.0851,78290.88,80692.55,0.005049,78350.24,80353.07,1.0,646,0.004572,True,0.2876,ninguno,0,0.36,HAR-RV-4.1-4h,Kraken (4h)
2026-09-07 12:00:00,4h,78805.5,1.0,0.005049,44.4,91.7,-2.3,56.0,volatil(184d),False,0.087,78350.24,80353.07,0.006509,77384.59,80064.03,1.0,647,0.006509,False,0.287,ninguno,0,1.44,HAR-RV-4.1-4h,Kraken (4h)
2026-09-07 16:00:00,4h,79353.8,1.0,0.006509,-28.9,92.0,-3.4,54.9,volatil(180d),False,0.084,77384.59,80064.03,0.005559,78142.26,80435.53,1.0,648,0.005559,False,0.2868,ninguno,0,0.71,HAR-RV-4.1-4h,Kraken (4h)
2026-09-08 00:00:00,4h,78905.0,,,,92.0,-3.4,54.9,volatil(182d),False,0.0427,78142.26,80435.53,0.005706,77668.41,80009.67,1.0,650,0.005706,False,0.2869,alto,1,1.04,HAR-RV-4.1-4h,Kraken (4h)
2026-09-08 08:00:00,4h,78402.1,,,,92.0,-3.4,54.9,volatil(184d),False,0.0448,77668.41,80009.67,0.005689,77264.19,79454.73,1.0,652,0.005689,False,0.287,alto,1,0.95,HAR-RV-4.1-4h,Kraken (4h)
2026-09-08 12:00:00,4h,78893.4,1.0,0.005689,73.2,92.3,-0.4,55.6,volatil(180d),False,0.0458,77264.19,79454.73,0.007406,77388.74,80130.81,1.0,653,0.007406,False,0.2868,alto,1,1.73,HAR-RV-4.1-4h,Kraken (4h)
2026-09-08 16:00:00,4h,78438.1,1.0,0.007406,-31.3,92.6,-1.6,54.7,volatil(181d),False,0.09,77388.74,80130.81,0.006091,77206.43,79449.64,1.0,654,0.006091,False,0.2862,alto,1,0.69,HAR-RV-4.1-4h,Kraken (4h)
2026-09-09 00:00:00,4h,78631.5,,,,92.6,-1.6,54.7,volatil(183d),False,0.094,77206.43,79449.64,0.00517,77693.49,79629.28,1.0,656,0.005162,True,0.2866,alto,1,0.7,HAR-RV-4.1-4h,Kraken (4h)
2026-09-09 08:00:00,4h,79310.9,,,,92.6,-1.6,54.7,volatil(180d),False,0.0981,77693.49,79629.28,0.006191,78012.83,80417.42,1.0,658,0.006191,False,0.2866,alto,1,1.25,HAR-RV-4.1-4h,Kraken (4h)
2026-09-09 12:00:00,4h,78576.6,1.0,0.006191,96.5,92.9,1.9,56.2,volatil(181d),False,0.1215,78012.83,80417.42,0.00807,76964.39,79944.3,1.0,659,0.00807,False,0.2875,alto,1,1.96,HAR-RV-4.1-4h,Kraken (4h)
2026-09-09 16:00:00,4h,78210.6,1.0,0.00807,-26.8,93.1,0.9,55.2,volatil(182d),False,0.2182,76964.39,79944.3,0.006611,77017.42,79324.82,1.0,660,0.006611,False,0.2868,alto,1,0.73,HAR-RV-4.1-4h,Kraken (4h)
2026-09-10 00:00:00,4h,78297.6,,,,93.1,0.9,55.2,volatil(184d),False,0.1193,77017.42,79324.82,0.006137,77057.31,79431.41,1.0,662,0.006137,False,0.2868,alto,1,0.71,HAR-RV-4.1-4h,Kraken (4h)
2026-09-10 08:00:00,4h,77815.2,,,,93.1,0.9,55.2,volatil(181d),False,0.1235,77057.31,79431.41,0.005597,76662.78,78843.45,1.0,664,0.005072,True,0.2869,alto,1,0.7,HAR-RV-4.1-4h,Kraken (4h)
2026-09-10 12:00:00,4h,77225.1,1.0,0.005597,74.0,93.3,3.4,55.8,volatil(182d),False,0.1256,76662.78,78843.45,0.007065,75786.72,78595.47,1.0,665,0.007065,False,0.2864,alto,1,1.74,HAR-RV-4.1-4h,Kraken (4h)
2026-09-10 16:00:00,4h,77132.7,1.0,0.007065,-17.4,93.5,2.7,54.6,volatil(183d),False,0.1802,75786.72,78595.47,0.006064,75943.89,78122.96,1.0,666,0.006064,False,0.2861,alto,1,0.83,HAR-RV-4.1-4h,Kraken (4h)
