timestamp,close,high,low
2021-09-23,44893.87,44994.17,43108.42
2021-09-24,42848.41,45143.18,40807.2
2021-09-25,42721.91,42992.94,41710.08
2021-09-26,43201.79,43928.49,40825.4
2021-09-27,42187.51,44360.41,42139.24
2021-09-28,41056.79,42781.24,40924.13
2021-09-29,41539.43,42603.18,40790.67
2021-09-30,43829.34,44106.6,41436.79
2021-10-01,48164.35,48470.13,43304.82
2021-10-02,47669.02,48347.69,47468.49
2021-10-03,48234.05,49185.34,47137.07
2021-10-04,49276.91,49501.21,46944.28
2021-10-05,51504.27,51885.03,49087.72
2021-10-06,55345.85,55656.67,50439.32
2021-10-07,53797.21,55359.77,53391.93
2021-10-08,53949.29,56047.91,53666.09
2021-10-09,54968.04,55485.2,53696.32
2021-10-10,54700.24,56473.63,54131.52
2021-10-11,57498.8,57825.98,54448.68
2021-10-12,56010.9,57646.93,54098.22
2021-10-13,57369.0,57768.98,54279.61
2021-10-14,57359.21,58514.76,56854.38
2021-10-15,61684.96,62889.98,56885.66
2021-10-16,60877.77,62341.46,60153.79
2021-10-17,61520.54,61698.1,59050.3
2021-10-18,62038.16,62662.72,59925.93
2021-10-19,64283.97,64468.7,61410.11
2021-10-20,66021.02,66980.66,63543.7
2021-10-21,62283.96,66645.73,62076.16
2021-10-22,60693.59,63731.17,60017.23
2021-10-23,61313.09,61733.43,59705.11
2021-10-24,60863.56,61481.25,59529.34
2021-10-25,63089.04,63709.97,60658.35
2021-10-26,60315.68,63290.04,59868.68
2021-10-27,58464.42,61473.0,58128.18
2021-10-28,60610.11,62252.08,58145.43
2021-10-29,62282.5,62967.45,60269.97
2021-10-30,61891.91,62371.52,60774.38
2021-10-31,61349.75,62420.57,60022.06
2021-11-01,60960.98,62482.31,59554.88
2021-11-02,63260.05,64283.57,60677.48
2021-11-03,62929.93,63553.52,61057.89
2021-11-04,61448.47,63102.86,60745.84
2021-11-05,61019.66,62621.97,60789.16
2021-11-06,61529.76,61594.16,60130.85
2021-11-07,63302.78,63309.57,61406.56
2021-11-08,67549.14,67755.46,63302.78
2021-11-09,66939.24,68514.26,66312.42
2021-11-10,64926.06,68978.64,63196.25
2021-11-11,64820.8,65585.68,64130.37
2021-11-12,64156.3,65466.0,62315.02
2021-11-13,64409.56,64967.34,63406.98
2021-11-14,65509.06,65509.06,63616.33
2021-11-15,63614.06,66335.42,63442.58
2021-11-16,60108.9,63614.53,58745.71
2021-11-17,60365.6,60837.09,58566.05
2021-11-18,56930.68,60964.37,56535.61
2021-11-19,58136.22,58403.92,55655.03
2021-11-20,59769.66,59901.9,57450.63
2021-11-21,58700.83,60058.65,58575.6
2021-11-22,56303.06,59391.98,55673.01
2021-11-23,57566.6,57873.77,55485.59
2021-11-24,57175.09,57740.34,55899.88
2021-11-25,58966.99,59437.04,57056.64
2021-11-26,53788.22,59201.95,53575.54
2021-11-27,54805.03,55316.65,53668.95
2021-11-28,57331.41,57475.26,53436.05
2021-11-29,57839.55,58898.57,56752.37
2021-11-30,56975.35,59226.33,55931.33
2021-12-01,57227.97,59096.53,56505.99
2021-12-02,56522.76,57409.48,55850.4
2021-12-03,53663.25,57639.15,52493.23
2021-12-04,49243.39,53871.2,43563.07
2021-12-05,49465.5,49764.31,47840.63
2021-12-06,50552.83,50986.02,47260.2
2021-12-07,50633.01,51953.27,50083.33
2021-12-08,50513.04,51215.6,48711.85
2021-12-09,47593.85,50829.41,47347.73
2021-12-10,47191.14,50047.85,46989.42
2021-12-11,49398.4,49504.07,46829.85
2021-12-12,50109.99,50807.75,48689.25
2021-12-13,46731.03,50215.42,45800.52
2021-12-14,48387.69,48665.63,46320.4
2021-12-15,48885.05,49499.91,46562.1
2021-12-16,47635.92,49451.4,47546.15
2021-12-17,46164.14,48004.37,45505.02
2021-12-18,46861.62,47356.67,45522.92
2021-12-19,46697.13,48286.29,46459.66
2021-12-20,46913.54,47495.72,45586.49
2021-12-21,48917.48,49334.04,46661.88
2021-12-22,48614.97,49581.41,48460.43
2021-12-23,50830.2,51382.88,48062.25
2021-12-24,50840.36,51863.56,50449.36
2021-12-25,50431.63,51158.56,50199.56
2021-12-26,50790.88,51283.7,49485.62
2021-12-27,50714.73,52079.46,50481.26
2021-12-28,47536.39,50718.53,47317.78
2021-12-29,46471.7,48145.34,46107.79
2021-12-30,47129.66,47917.89,45964.28
2021-12-31,46197.31,48573.22,45665.44
2022-01-01,47737.35,47950.29,46196.03
2022-01-02,47306.41,47979.26,46666.18
2022-01-03,46450.79,47572.23,45707.55
2022-01-04,45824.54,47529.48,45587.91
2022-01-05,43432.51,47067.18,42510.86
2022-01-06,43094.54,43779.23,42468.76
2022-01-07,41543.79,43138.79,40750.42
2022-01-08,41686.67,42306.77,40534.37
2022-01-09,41869.6,42800.66,41237.13
2022-01-10,41832.59,42251.07,39667.6
2022-01-11,42743.03,43122.32,41279.45
2022-01-12,43919.67,44293.83,42471.08
2022-01-13,42575.61,44442.67,42334.75
2022-01-14,43089.83,43467.05,41785.44
2022-01-15,43088.74,43811.94,42589.82
2022-01-16,43100.36,43484.21,42617.07
2022-01-17,42224.38,43198.05,41571.67
2022-01-18,42372.75,42682.77,41301.01
2022-01-19,41674.8,42575.28,41144.83
2022-01-20,40697.03,43513.14,40564.32
2022-01-21,36469.3,41116.66,35494.42
2022-01-22,35075.92,36811.86,34130.35
2022-01-23,36288.15,36539.19,34648.38
2022-01-24,36702.79,37469.19,32990.72
2022-01-25,36975.99,37555.35,35732.05
2022-01-26,36829.37,38930.36,36275.92
2022-01-27,37189.85,37242.79,35543.94
2022-01-28,37744.7,38021.06,36176.78
2022-01-29,38184.86,38728.29,37343.45
2022-01-30,37908.44,38364.51,37377.53
2022-01-31,38494.66,38769.81,36660.7
2022-02-01,38721.49,39281.06,38033.98
2022-02-02,36918.19,38883.19,36650.8
2022-02-03,37328.64,37411.52,36270.47
2022-02-04,41590.34,41737.83,37060.18
2022-02-05,41418.21,41954.24,40963.47
2022-02-06,42412.41,42671.81,41152.05
2022-02-07,43861.07,44518.11,41689.77
2022-02-08,44080.12,45483.65,42704.39
2022-02-09,44422.91,44849.9,43167.21
2022-02-10,43531.67,45837.02,43254.41
2022-02-11,42398.98,43950.88,42010.61
2022-02-12,42239.01,43041.72,41775.79
2022-02-13,42069.84,42773.35,41900.31
2022-02-14,42552.28,42857.15,41581.41
2022-02-15,44576.33,44771.91,42452.02
2022-02-16,43896.34,44583.03,43361.09
2022-02-17,40545.09,44187.88,40104.04
2022-02-18,39994.66,40980.65,39496.7
2022-02-19,40107.12,40464.62,39664.71
2022-02-20,38397.25,40142.98,38019.97
2022-02-21,37037.39,39495.33,36862.52
2022-02-22,38267.75,38458.26,36371.68
2022-02-23,37270.85,39260.51,37083.83
2022-02-24,38353.62,39182.44,34349.58
2022-02-25,39239.77,39710.26,38043.51
2022-02-26,39134.83,40228.13,38605.65
2022-02-27,37714.96,39861.91,37039.71
2022-02-28,43189.46,43953.92,37473.3
2022-03-01,44428.47,44883.1,42893.5
2022-03-02,43935.37,45069.78,43387.92
2022-03-03,42474.37,44079.17,41852.46
2022-03-04,39154.4,42520.95,38621.24
2022-03-05,39407.02,39596.42,38652.98
2022-03-06,38428.92,39686.74,38133.84
2022-03-07,38030.63,39536.14,37191.99
2022-03-08,38748.52,39361.33,37905.43
2022-03-09,41962.85,42557.95,38685.96
2022-03-10,39443.42,42043.56,38853.45
2022-03-11,38741.03,40221.93,38261.24
2022-03-12,38805.53,39414.02,38696.52
2022-03-13,37796.31,39254.88,37633.11
2022-03-14,39696.28,39802.89,37566.52
2022-03-15,39314.86,39863.78,38259.88
2022-03-16,41133.64,41638.54,38933.24
2022-03-17,40956.79,41441.08,40581.36
2022-03-18,41790.97,42250.94,40230.1
2022-03-19,42235.02,42367.55,41549.61
2022-03-20,41243.16,42297.3,40979.25
2022-03-21,41043.9,41510.03,40555.57
2022-03-22,42380.11,43287.39,40923.9
2022-03-23,42904.1,43021.74,41806.4
2022-03-24,44006.77,44230.66,42653.71
2022-03-25,44331.36,45112.71,43629.05
2022-03-26,44542.31,44811.3,44108.04
2022-03-27,46842.14,46896.6,44449.41
2022-03-28,47128.71,48208.48,46669.19
2022-03-29,47445.3,48054.67,47018.87
2022-03-30,47056.41,47690.62,46606.97
2022-03-31,45522.65,47599.87,45220.41
2022-04-01,46299.75,46726.2,44256.66
2022-04-02,45822.28,47208.84,45655.15
2022-04-03,46414.26,47432.6,45565.57
2022-04-04,46609.36,46893.71,45136.03
2022-04-05,45501.58,47187.66,45382.83
2022-04-06,43177.78,45518.32,43129.76
2022-04-07,43466.21,43894.7,42766.45
2022-04-08,42273.38,43982.39,42123.42
2022-04-09,42768.61,42813.04,42136.04
2022-04-10,42153.77,43442.48,41921.59
2022-04-11,39536.71,42422.86,39229.4
2022-04-12,40086.66,40673.93,39266.86
2022-04-13,41150.33,41538.17,39591.74
2022-04-14,39951.63,41503.56,39587.14
2022-04-15,40563.69,40800.76,39779.2
2022-04-16,40392.55,40698.01,40019.08
2022-04-17,39688.16,40602.63,39563.9
2022-04-18,40811.03,41096.46,38569.14
2022-04-19,41504.44,41755.93,40588.12
2022-04-20,41375.35,42208.1,40919.04
2022-04-21,40490.97,42996.5,39864.73
2022-04-22,39716.04,40794.73,39190.22
2022-04-23,39445.97,39988.54,39305.67
2022-04-24,39466.26,39943.44,39044.29
2022-04-25,40437.52,40590.8,38234.7
2022-04-26,38117.39,40797.85,37726.59
2022-04-27,39252.04,39465.62,37900.6
2022-04-28,39749.75,40386.5,38892.1
2022-04-29,38594.22,39922.6,38179.15
2022-04-30,37650.13,38788.01,37607.77
2022-05-01,38480.53,38668.0,37461.76
2022-05-02,38513.01,39155.96,38057.31
2022-05-03,37725.38,38644.5,37519.23
2022-05-04,39680.21,40004.37,37665.8
2022-05-05,36546.86,39831.19,35616.74
2022-05-06,36009.89,36654.02,35318.86
2022-05-07,35469.21,36129.02,34837.06
2022-05-08,34033.77,35503.12,33732.4
2022-05-09,30076.9,34229.57,30068.1
2022-05-10,31013.12,32625.41,29836.19
2022-05-11,29017.21,32136.04,28087.41
2022-05-12,28915.72,30085.67,25835.61
2022-05-13,29244.83,30964.26,28700.17
2022-05-14,30050.31,30274.18,28588.99
2022-05-15,31296.11,31406.35,29462.91
2022-05-16,29838.5,31296.19,29104.45
2022-05-17,30415.91,30744.47,29434.76
2022-05-18,28667.29,30673.66,28610.2
2022-05-19,30282.48,30505.0,28653.17
2022-05-20,29166.15,30725.44,28698.31
2022-05-21,29410.72,29613.15,28924.28
2022-05-22,30264.29,30454.36,29219.51
2022-05-23,29075.68,30634.84,28861.27
2022-05-24,29630.05,29800.48,28629.55
2022-05-25,29508.27,30189.17,29321.43
2022-05-26,29188.71,29848.6,28060.72
2022-05-27,28597.33,29359.16,28251.91
2022-05-28,29013.53,29234.85,28504.59
2022-05-29,29452.23,29548.72,28820.15
2022-05-30,31716.41,32161.5,29287.63
2022-05-31,31782.16,32367.02,31203.31
2022-06-01,29789.58,31956.43,29324.1
2022-06-02,30439.63,30647.18,29574.16
2022-06-03,29680.3,30676.7,29249.37
2022-06-04,29845.48,29953.65,29466.57
2022-06-05,29897.9,30151.31,29516.97
2022-06-06,31353.78,31740.27,29876.22
2022-06-07,31111.75,31551.28,29210.15
2022-06-08,30189.27,31305.48,29839.64
2022-06-09,30082.94,30677.87,29924.47
2022-06-10,29067.38,30336.9,28839.92
2022-06-11,28389.49,29414.37,28105.18
2022-06-12,26587.35,28519.32,26570.67
2022-06-13,22471.59,26871.6,21976.15
2022-06-14,22118.37,23214.28,20837.64
2022-06-15,22566.73,22743.84,20083.9
2022-06-16,20372.85,22961.17,20209.17
2022-06-17,20432.26,21330.5,20221.24
2022-06-18,18954.25,20722.69,17600.75
2022-06-19,20553.48,20776.87,17936.0
2022-06-20,20550.91,21016.02,19616.32
2022-06-21,20699.21,21694.7,20339.03
2022-06-22,19956.16,20862.67,19756.23
2022-06-23,21098.41,21195.95,19870.07
2022-06-24,21219.46,21528.86,20717.47
2022-06-25,21474.19,21587.06,20902.05
2022-06-26,21031.85,21855.84,20968.82
2022-06-27,20718.16,21505.42,20553.32
2022-06-28,20251.96,21184.16,20179.52
2022-06-29,20094.16,20402.7,19844.86
2022-06-30,19908.49,20138.96,18622.86
2022-07-01,19249.33,20817.65,18952.12
2022-07-02,19225.66,19419.25,18965.44
2022-07-03,19294.21,19617.18,18768.2
2022-07-04,20212.81,20313.34,19036.44
2022-07-05,20158.69,20725.51,19284.32
2022-07-06,20545.04,20637.99,19749.93
2022-07-07,21611.8,21840.22,20242.62
2022-07-08,21592.65,22377.17,21183.19
2022-07-09,21582.17,21942.8,21328.96
2022-07-10,20846.53,21591.09,20671.26
2022-07-11,19944.25,20852.04,19872.03
2022-07-12,19309.71,20036.49,19230.29
2022-07-13,20230.81,20274.83,18919.1
2022-07-14,20577.38,20869.51,19620.06
2022-07-15,20827.27,21185.15,20373.45
2022-07-16,21199.01,21574.75,20481.02
2022-07-17,20792.81,21658.47,20752.85
2022-07-18,22447.39,22749.06,20760.73
2022-07-19,23399.91,23790.89,21588.2
2022-07-20,23222.77,24276.14,22923.14
2022-07-21,23153.54,23419.67,22348.64
2022-07-22,22686.32,23749.68,22513.01
2022-07-23,22452.14,22997.6,21953.76
2022-07-24,22585.4,23012.74,22270.07
2022-07-25,21305.59,22660.92,21268.28
2022-07-26,21258.08,21341.58,20733.24
2022-07-27,22960.19,23101.9,21049.67
2022-07-28,23855.65,24196.42,22599.92
2022-07-29,23769.15,24416.37,23444.29
2022-07-30,23646.03,24619.11,23521.46
2022-07-31,23308.14,24187.18,23243.11
2022-08-01,23271.57,23504.29,22866.94
2022-08-02,22991.49,23451.58,22668.87
2022-08-03,22825.25,23615.71,22695.67
2022-08-04,22622.99,23228.89,22418.27
2022-08-05,23319.22,23473.92,22590.7
2022-08-06,22956.4,23350.56,22922.93
2022-08-07,23179.86,23400.38,22854.01
2022-08-08,23817.72,24244.59,23162.43
2022-08-09,23156.66,23923.56,22881.18
2022-08-10,23959.67,24216.73,22674.6
2022-08-11,23943.36,24895.61,23867.0
2022-08-12,24412.17,24458.75,23609.84
2022-08-13,24449.86,24892.27,24306.08
2022-08-14,24313.71,25012.36,24160.64
2022-08-15,24101.69,25203.38,23783.19
2022-08-16,23858.64,24247.12,23673.2
2022-08-17,23338.03,24442.02,23185.14
2022-08-18,23201.51,23595.74,23115.03
2022-08-19,20833.43,23202.7,20801.31
2022-08-20,21142.06,21361.45,20772.5
2022-08-21,21514.79,21744.02,21074.63
2022-08-22,21399.66,21524.9,20908.27
2022-08-23,21520.62,21675.25,20896.83
2022-08-24,21369.05,21879.03,21154.75
2022-08-25,21565.47,21811.37,21314.81
2022-08-26,20247.99,21856.85,20121.8
2022-08-27,20038.42,20363.82,19828.05
2022-08-28,19554.08,20155.59,19527.69
2022-08-29,20292.37,20415.53,19548.16
2022-08-30,19813.51,20574.12,19548.55
2022-08-31,20050.28,20483.64,19804.19
2022-09-01,20129.93,20204.51,19571.05
2022-09-02,19957.44,20439.1,19760.56
2022-09-03,19834.79,20052.13,19659.2
2022-09-04,20003.46,20022.47,19591.33
2022-09-05,19793.29,20051.73,19638.59
2022-09-06,18791.95,20177.38,18707.09
2022-09-07,19287.52,19458.77,18559.15
2022-09-08,19321.77,19452.91,19023.78
2022-09-09,21369.73,21559.78,19299.24
2022-09-10,21655.13,21807.62,21138.54
2022-09-11,21836.45,21850.77,21366.74
2022-09-12,22400.52,22482.54,21567.71
2022-09-13,20173.77,22767.89,19914.37
2022-09-14,20233.68,20530.34,19652.44
2022-09-15,19700.15,20333.61,19529.68
2022-09-16,19804.02,19889.64,19346.99
2022-09-17,20118.35,20189.93,19756.39
2022-09-18,19417.72,20120.58,19345.98
2022-09-19,19541.28,19681.29,18292.38
2022-09-20,18879.95,19634.28,18735.87
2022-09-21,18468.05,19744.77,18189.92
2022-09-22,19405.96,19509.87,18366.46
2022-09-23,19291.13,19500.17,18540.64
2022-09-24,18924.39,19308.47,18813.25
2022-09-25,18809.94,19172.03,18652.6
2022-09-26,19230.96,19316.15,18689.2
2022-09-27,19081.4,20377.45,18832.07
2022-09-28,19412.67,19774.99,18494.71
2022-09-29,19593.46,19641.07,18848.01
2022-09-30,19425.63,20180.46,19201.02
2022-10-01,19313.96,19482.38,19188.77
2022-10-02,19058.15,19394.33,18929.91
2022-10-03,19632.35,19697.23,18988.8
2022-10-04,20344.58,20459.26,19499.64
2022-10-05,20160.74,20366.34,19757.31
2022-10-06,19965.12,20449.46,19866.54
2022-10-07,19532.81,20058.36,19331.73
2022-10-08,19419.32,19625.41,19273.73
2022-10-09,19442.41,19558.67,19325.6
2022-10-10,19131.36,19526.12,19052.64
2022-10-11,19058.29,19263.78,18858.74
2022-10-12,19154.85,19231.72,18977.33
2022-10-13,19378.91,19504.63,18229.27
2022-10-14,19182.01,19946.24,19085.87
2022-10-15,19069.72,19226.15,18989.54
2022-10-16,19264.26,19424.55,19065.87
2022-10-17,19550.49,19676.02,19159.47
2022-10-18,19330.29,19698.1,19095.12
2022-10-19,19123.89,19359.2,19075.49
2022-10-20,19043.54,19339.65,18927.42
2022-10-21,19166.4,19248.63,18696.2
2022-10-22,19207.57,19254.68,19116.62
2022-10-23,19572.6,19687.8,19081.67
2022-10-24,19331.06,19593.09,19164.18
2022-10-25,20087.18,20414.92,19243.03
2022-10-26,20776.76,21013.26,20059.27
2022-10-27,20295.28,20876.24,20207.09
2022-10-28,20599.89,20751.67,20031.32
2022-10-29,20820.19,21064.84,20564.11
2022-10-30,20630.65,20936.41,20523.41
2022-10-31,20492.56,20833.31,20242.91
2022-11-01,20480.27,20684.6,20336.33
2022-11-02,20150.33,20801.56,20061.18
2022-11-03,20207.99,20385.92,20040.32
2022-11-04,21150.6,21295.37,20182.9
2022-11-05,21301.57,21471.49,21085.76
2022-11-06,20910.59,21363.27,20893.65
2022-11-07,20593.73,21066.63,20395.49
2022-11-08,18544.7,20672.25,17452.87
2022-11-09,15820.02,18581.64,15546.97
2022-11-10,17559.67,18113.28,15674.81
2022-11-11,17007.72,17644.1,16383.43
2022-11-12,16773.9,17067.53,16603.78
2022-11-13,16307.47,16921.72,16235.01
2022-11-14,16592.04,17157.81,15797.71
2022-11-15,16879.14,17091.76,16509.15
2022-11-16,16648.05,16988.63,16373.11
2022-11-17,16680.21,16731.41,16405.81
2022-11-18,16677.95,16975.14,16531.77
2022-11-19,16683.72,16798.75,16539.01
2022-11-20,16253.6,16730.0,16169.2
2022-11-21,15760.19,16272.47,15480.69
2022-11-22,16198.25,16277.08,15600.3
2022-11-23,16590.98,16676.49,16144.79
